scheme_code,scheme_name,fund_house,scheme_type,scheme_category,net_asset_value,date
151164,360 ONE ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - Growth,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,10.5379,27-10-2023
151165,360 ONE ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - Growth,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,10.5598,27-10-2023
151166,360 ONE ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - IDCW Payout,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,10.5598,27-10-2023
151167,360 ONE ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - IDCW Payout,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,10.5379,27-10-2023
151172,Kotak FMP Series 300 - Regular Plan - Growth,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,10.5366,27-10-2023
151173,Kotak FMP Series 300 - Regular Plan - IDCW Payout,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,10.5366,27-10-2023
151174,Kotak FMP Series 300 - Direct Plan - Growth,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,10.5459,27-10-2023
151175,Kotak FMP Series 300 - Direct Plan - IDCW Payout,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,10.5459,27-10-2023
151176,Axis Long Duration Fund - Direct Plan -Daily IDCW,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,988.3,27-10-2023
151177,Axis Long Duration Fund - Regular Plan - Daily IDCW,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,994.9466,27-10-2023
151178,Axis Long Duration Fund - Regular Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,1048.8744,27-10-2023
151179,Axis Long Duration Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,1053.6472,27-10-2023
151180,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5584,27-10-2023
151181,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5734,27-10-2023
151182,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5506,27-10-2023
151183,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5661,27-10-2023
151184,UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5396,27-10-2023
151185,UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,10.5634,27-10-2023
151186,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10.552,27-10-2023
151188,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10.5429,27-10-2023
151189,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10.5429,27-10-2023
151190,quant Overnight Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,10.6199,27-10-2023
151191,quant Overnight Fund - IDCW Option - Regular Plan,quant Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,10.5931,27-10-2023
151193,quant Overnight Fund - IDCW Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,10.6211,27-10-2023
151195,quant Overnight Fund - Growth Option - Regular Plan,quant Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,10.6061,27-10-2023
151196,ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,216.8689,27-10-2023
151201,Axis Long Duration Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,992.4474,27-10-2023
